"","Date.of.injury.resulting.in.death..month.day.year.","Victim.s.age","Victim.s.gender","Victim.s.race","Cause.of.death","Unarmed","city","state","zip","latitude","longitude"
"259","8/10/14","49","Female","White","Gunshot","Unarmed","Palenville","NY","12463",42.174411,-74.01599
"260","4/21/15","30","Male","Black","Physical restraint","Unarmed","Beacon","NY","12508",41.505993,-73.96198
"261","5/7/15","35","Male","White","Gunshot","Allegedly Armed","Beacon","NY","12508",41.505993,-73.96198
"262","8/20/13","40","Male","White","Gunshot","Allegedly Armed","Hopewell Junction","NY","12533",41.573253,-73.79347
"263","10/29/13","54","Male","Black","Medical emergency","Unarmed","Hudson","NY","12534",42.22948,-73.75846
"264","10/24/15","61","Male","White","Gunshot","Allegedly Armed","New Paltz","NY","12561",41.751566,-74.09475
"265","3/17/14","29","Male","White","Gunshot","Allegedly Armed","Poughkeepsie","NY","12601",41.701443,-73.91922
"266","5/24/14","27","Male","Black","Gunshot","Allegedly Armed","Poughkeepsie","NY","12601",41.701443,-73.91922
"267","4/14/15","52","Male","Black","Unknown","Allegedly Armed","Fallsburg","NY","12733",41.732505,-74.60896
"268","3/5/13","28","Male","White","Gunshot","Allegedly Armed","North Hudson","NY","12855",43.996303,-73.72147
"269","6/26/15","49","Male","White","Gunshot","Allegedly Armed","Malone","NY","12953",44.813419,-74.2772
"270","10/29/14","33","Female","White","Vehicle","Unarmed","Peru","NY","12972",44.563323,-73.52307
"271","2/15/14","45","Male","White","Gunshot","Allegedly Armed","Auburn","NY","13021",42.922273,-76.55882
"272","5/8/15","58","Male","White","Gunshot","Allegedly Armed","Constantia","NY","13044",43.28547,-76.00138
"273","6/19/16","41","Male","Black","Gunshot","Allegedly Armed","Syracuse","NY","13204",43.048966,-76.17536
"274","2/12/16","32","Female","Black","Gunshot","Allegedly Armed","Syracuse","NY","13208",43.074566,-76.14747
"275","10/9/16","41","Male","Black","Gunshot","Allegedly Armed","Syracuse","NY","13210",43.037166,-76.12653
"276","10/29/13","57","Male","White","Gunshot","Allegedly Armed","Syracuse","NY","13215",42.996804,-76.2177
"277","3/14/13","64","Male","White","Gunshot","Allegedly Armed","Herkimer","NY","13350",43.038149,-74.9846
"278","9/10/15","31","Male","Asian","Gunshot","Allegedly Armed","Potsdam","NY","13676",44.651265,-74.95289
"279","3/31/14","43","Male","White","Gunshot","Allegedly Armed","Johnson City","NY","13790",42.125725,-75.96686
"280","3/5/16","34","Male","White","Gunshot","Allegedly Armed","Buffalo","NY","14225",42.929891,-78.75813
"281","3/21/15","44","Male","White","Gunshot","Allegedly Armed","Holley","NY","14470",43.221689,-78.04393
"282","10/13/13","43","Male","Black","Gunshot","Allegedly Armed","Rochester","NY","14608",43.155568,-77.62401
"283","5/31/15","50","Male","Black","Taser","Unarmed","Rochester","NY","14611",43.147563,-77.64162
"284","3/7/16","49","Male","White","Gunshot","Allegedly Armed","Rochester","NY","14612",43.256462,-77.66183
"285","6/1/15","23","Male","White","Gunshot","Allegedly Armed","Rochester","NY","14626",43.214613,-77.70626
"286","2/16/13","30","Male","Black","Taser","Unarmed","Jamestown","NY","14701",42.09179,-79.24459
"287","3/17/16","37","Male","White","Gunshot","Allegedly Armed","Midland","PA","15059",40.649081,-80.47218
"288","9/3/13","52","Male","White","Medical Emergency","Unarmed","Braddock","PA","15104",40.404743,-79.86439
"289","12/8/13","21","Male","Black","Gunshot","Allegedly Armed","Coraopolis","PA","15108",40.500665,-80.18464
"290","7/8/13","27","Male","White","Gunshot","Allegedly Armed","Sewickley","PA","15143",40.561091,-80.15554
"291","10/3/13","49","Male","Unknown race","Vehicle","Unarmed","Monroeville","PA","15146",40.431034,-79.76526
"292","12/9/13","26","Male","White","Gunshot","Allegedly Armed","Monroeville","PA","15146",40.431034,-79.76526
"293","1/6/15","47","Male","Black","Gunshot","Unarmed","Pittsburgh","PA","15210",40.409219,-79.98948
"294","12/4/15","21","Male","Black","Gunshot","Allegedly Armed","Pittsburgh","PA","15211",40.428369,-80.01269
"295","1/5/15","39","Male","Black","Death in Custody","Unarmed","Pittsburgh","PA","15219",40.443819,-79.98067
"296","4/21/14","29","Male","Black","Gunshot","Allegedly Armed","Pittsburgh","PA","15221",40.438035,-79.87191
"297","1/31/16","37","Male","Black","Gunshot","Allegedly Armed","Pittsburgh","PA","15221",40.438035,-79.87191
"298","6/22/15","20","Male","Black","Gunshot","Allegedly Armed","Pittsburgh","PA","15226",40.394002,-80.01655
"299","1/27/14","56","Male","Black","Gunshot","Allegedly Armed","Pittsburgh","PA","15235",40.459518,-79.83277
"300","6/28/13","50","Male","White","Gunshot","Allegedly Armed","Uniontown","PA","15401",39.89822,-79.7311
"301","10/25/15","57","Female","White","Vehicle","Vehicle","Uniontown","PA","15401",39.89822,-79.7311
"302","5/22/15","40","Male","White","Gunshot","Unarmed","Somerset","PA","15501",40.02847,-79.1105
"303","3/21/16","28","Male","White","Gunshot","Allegedly Armed","Greensburg","PA","15601",40.298765,-79.54126
"304","1/19/14","41","Male","White","Gunshot","Allegedly Armed","Greensburg","PA","15601",40.298765,-79.54126
"305","7/19/13","46","Male","White","Gunshot","Allegedly Armed","Latrobe","PA","15650",40.299646,-79.38845
"306","1/4/13","26","Male","White","Gunshot","Allegedly Armed","Mount Pleasant","PA","15666",40.150143,-79.52492
"307","4/18/14","16","Female","Unknown race","Drowning","Vehicle","Indiana","PA","15701",40.626307,-79.16146
"308","7/8/13","55","Male","Unknown race","Gunshot","Allegedly Armed","Indiana","PA","15701",40.626307,-79.16146
"309","3/2/16","41","Male","White","Gunshot","Allegedly Armed","Johnstown","PA","15906",40.348973,-78.94132
"310","6/6/14","25","Male","White","Gunshot","Unarmed","Butler","PA","16002",40.818663,-79.86119
"311","10/2/13","20","Male","White","Vehicle","Vehicle","Slippery Rock","PA","16057",41.047157,-80.05506
"312","7/16/13","68","Female","White","Gunshot","Allegedly Armed","Oil City","PA","16301",41.439658,-79.69044
"313","7/5/14","57","Female","White","Vehicle","Unarmed","Fairview","PA","16415",42.035523,-80.23526
"314","10/30/13","30","Male","Black","Gunshot","Allegedly Armed","Erie","PA","16510",42.126956,-80.0004
"315","4/19/13","51","Male","Unknown race","Gunshot","Allegedly Armed","Westfield","PA","16950",41.895838,-77.52164
"316","1/11/16","12","Female","White","Gunshot","Unarmed","Duncannon","PA","17020",40.401114,-77.03405
"317","2/2/15","59","Male","White","Gunshot","Unarmed","Hummelstown","PA","17036",40.270367,-76.7048
"318","8/3/15","18","Male","White","Gunshot","Allegedly Armed","Palmyra","PA","17078",40.304156,-76.5912
"319","1/28/13","29","Male","Black","Gunshot","Allegedly Armed","Harrisburg","PA","17104",40.258972,-76.85922
"320","8/7/16","20","Male","Black","Gunshot","Allegedly Armed","Harrisburg","PA","17110",40.300738,-76.88528
"321","12/29/13","43","Male","Black","Gunshot","Vehicle","Harrisburg","PA","17110",40.300738,-76.88528
"322","2/25/15","54","Male","White","Medical emergency, unknown","Unarmed","Chambersburg","PA","17201",39.931123,-77.66139
"323","3/20/16","55","Male","White","Gunshot","Allegedly Armed","Fort Littleton","PA","17223",40.062255,-77.96308
"324","9/2/13","47","Male","Unknown race","Gunshot","Allegedly Armed","Saint Thomas","PA","17252",39.913537,-77.81001
"325","4/10/15","31","Male","White","Gunshot","Allegedly Armed","Gettysburg","PA","17325",39.827337,-77.22904
"326","9/3/13","53","Male","Unknown race","Gunshot","Allegedly Armed","Hanover","PA","17331",39.795301,-76.97727
"327","2/21/13","72","Male","White","Gunshot","Allegedly Armed","Manchester","PA","17345",40.067348,-76.72398
"328","2/21/13","72","Male","Unknown race","Gunshot","Allegedly Armed","Manchester","PA","17345",40.067348,-76.72398
"329","8/9/14","40","Male","White","Gunshot","Allegedly Armed","Seven Valleys","PA","17360",39.84987,-76.76403
"330","6/9/16","38","Male","White","Gunshot","Allegedly Armed","York","PA","17403",39.952198,-76.71328
"331","10/17/15","28","Male","Black","Gunshot","Allegedly Armed","York","PA","17404",39.962821,-76.76764
"332","12/21/13","22","Male","White","Gunshot","Allegedly Armed","Lititz","PA","17543",40.164049,-76.29946
"333","8/12/13","46","Male","White","Gunshot","Unarmed","Manheim","PA","17545",40.168294,-76.4123
"334","5/19/15","29","Male","Black","Gunshot","Allegedly Armed","Lancaster","PA","17602",40.032664,-76.27575
"335","6/10/13","35","Male","White","Gunshot","Allegedly Armed","Lancaster","PA","17603",40.03263,-76.33328
"336","9/4/15","33","Male","White","Taser","Unarmed","Girardville","PA","17935",40.793258,-76.28315
"337","10/24/14","39","Male","White","Gunshot, Stabbed","Allegedly Armed","Easton","PA","18042",40.681798,-75.22082
"338","2/21/13","44","Male","Hispanic","Gunshot, Taser","Allegedly Armed","Allentown","PA","18102",40.607747,-75.4793
"339","2/23/15","42","Male","White","Gunshot","Allegedly Armed","Allentown","PA","18109",40.693376,-75.471156
"340","10/13/13","26","Male","Hispanic","Gunshot","Unclear","Hazleton","PA","18201",40.958434,-75.98519
"341","5/12/14","69","Female","White","Vehicle","Unarmed","Nesquehoning","PA","18240",40.857175,-75.84811
"342","8/8/14","38","Male","Hispanic","Taser","Unarmed","Tamaqua","PA","18252",40.792315,-75.97705
"343","12/12/15","20","Male","White","Gunshot","Allegedly Armed","East Stroudsburg","PA","18301",41.052199,-75.15936
"344","2/2/16","34","Male","White","Gunshot","Unarmed","Carbondale","PA","18407",41.583517,-75.51015
"345","1/6/13","31","Male","White","Gunshot","Allegedly Armed","Tobyhanna","PA","18466",41.19012,-75.36779
"346","12/21/15","21","Male","White","Gunshot","Allegedly Armed","Waymart","PA","18472",41.579472,-75.39613
"347","8/9/15","77","Male","Unknown race","Gunshot","Unarmed","Pittston","PA","18640",41.317242,-75.77942
"348","4/18/13","50","Male","White","Gunshot","Allegedly Armed","Southampton","PA","18966",40.184745,-75.00831
"349","2/19/13","89","Female","White","Gunshot","Allegedly Armed","Warminster","PA","18974",40.211241,-75.0887
"350","6/4/15","24","Male","Black","Vehicle","Allegedly Armed","Chester","PA","19013",39.84697,-75.37444
"351","6/2/14","34","Male","Black","Gunshot","Allegedly Armed","Chester","PA","19013",39.84697,-75.37444
"352","2/8/16","33","Male","Black","Gunshot","Allegedly Armed","Chester","PA","19013",39.84697,-75.37444
"353","9/11/15","Unknown","Male","Unknown race","Gunshot","Unclear","Chester","PA","19013",39.84697,-75.37444
"354","3/12/16","24","Male","Black","Gunshot","Allegedly Armed","Chester","PA","19013",39.84697,-75.37444
"355","1/5/16","54","Male","White","Gunshot","Allegedly Armed","Primos","PA","19018",39.922862,-75.29639
"356","12/30/14","52","Male","White","Gunshot","Vehicle","Haverford","PA","19041",40.012661,-75.3088
"357","5/26/13","32","Male","White","Gunshot","Allegedly Armed","Upper Darby","PA","19082",39.958512,-75.26856
"358","6/5/15","33","Male","Black","Gunshot","Allegedly Armed","Philadelphia","PA","19111",40.057661,-75.08018
"359","7/22/13","21","Male","Black","Gunshot","Allegedly Armed","Philadelphia","PA","19121",39.981062,-75.1745
"360","8/1/14","41","Male","Unknown race","Gunshot","Allegedly Armed","Philadelphia","PA","19124",40.017362,-75.08769
"361","10/26/15","24","Male","Hispanic","Taser","Unarmed","Philadelphia","PA","19125",39.978162,-75.12565
"362","5/22/13","Unknown","Male","Unknown race","Gunshot","Allegedly Armed","Philadelphia","PA","19131",39.981112,-75.22486
"363","3/7/13","32","Male","Unknown race","Gunshot","Allegedly Armed","Philadelphia","PA","19131",39.981112,-75.22486
"364","8/20/13","19","Male","Unknown race","Gunshot","Allegedly Armed","Philadelphia","PA","19132",39.995412,-75.16977
"365","1/4/13","47","Male","Black","Gunshot","Allegedly Armed","Philadelphia","PA","19132",39.995412,-75.16977
"366","8/20/13","19","Male","Unknown race","Gunshot","Allegedly Armed","Philadelphia","PA","19132",39.995412,-75.16977
"367","12/15/14","26","Male","Black","Gunshot","Allegedly Armed","Philadelphia","PA","19135",40.023611,-75.04966
"368","8/19/14","29","Male","Black","Gunshot","Allegedly Armed","Philadelphia","PA","19135",40.023611,-75.04966
"369","9/14/13","55","Male","White","Vehicle","Unarmed","Philadelphia","PA","19136",40.041111,-75.02644
"370","5/22/13","35","Male","Black","Gunshot","Allegedly Armed","Philadelphia","PA","19138",40.055861,-75.15654
"371","9/16/16","25","Male","Black","Gunshot","Allegedly Armed","Philadelphia","PA","19139",39.961812,-75.23003
"372","4/29/13","33","Male","Unknown race","Gunshot","Allegedly Armed","Philadelphia","PA","19140",40.012212,-75.14503
"373","4/9/16","19","Male","Black","Gunshot","Allegedly Armed","Philadelphia","PA","19141",40.035778,-75.1447
"374","5/9/13","21","Male","Unknown race","Gunshot","Allegedly Armed","Philadelphia","PA","19142",39.922612,-75.23453
"375","9/28/16","32","Male","Black","Gunshot","Unclear","Philadelphia","PA","19143",39.944162,-75.22718
"376","11/15/15","16","Male","Black","Gunshot","Allegedly Armed","Philadelphia","PA","19144",40.034111,-75.17203
"377","5/29/13","22","Male","Black","Gunshot","Allegedly Armed","Philadelphia","PA","19144",40.034111,-75.17203
"378","5/25/13","23","Male","Unknown race","Gunshot","Allegedly Armed","Philadelphia","PA","19149",40.037711,-75.06658
"379","2/4/14","45","Male","Unknown race","Gunshot","Unarmed","Philadelphia","PA","19149",40.037711,-75.06658
"380","5/4/16","52","Male","White","Gunshot","Allegedly Armed","Philadelphia","PA","19151",39.975929,-75.25256
"381","7/22/15","26","Male","Black","Gunshot","Allegedly Armed","Philadelphia","PA","19154",40.09146,-74.97719
"382","8/25/15","34","Male","Black","Gunshot","Allegedly Armed","West Chester","PA","19380",39.983108,-75.59332
"383","3/7/14","34","Female","White","Gunshot","Unarmed","Norristown","PA","19401",40.123708,-75.33843
"384","9/30/14","26","Male","White","Gunshot","Allegedly Armed","Conshohocken","PA","19428",40.077736,-75.30509
"385","7/27/13","20","Male","White","Gunshot","Allegedly Armed","Wernersville","PA","19565",40.327974,-76.08921
"386","2/13/15","35","Male","White","Gunshot","Unclear","Reading","PA","19606",40.327741,-75.87002
"387","3/8/15","35","Male","White","Gunshot","Allegedly Armed","Claymont","DE","19703",39.800945,-75.46455
"388","11/14/14","41","Male","White","Gunshot","Allegedly Armed","Claymont","DE","19703",39.800945,-75.46455
"389","9/23/15","28","Male","Black","Gunshot","Allegedly Armed","Wilmington","DE","19805",39.745377,-75.58251
"390","7/21/13","28","Male","Black","Taser","Unarmed","Wilmington","DE","19806",39.758563,-75.56413
"391","12/21/14","52","Male","White","Gunshot","Unarmed","Dover","DE","19904",39.161639,-75.5587
"392","6/27/16","25","Male","White","Gunshot","Unarmed","Frederica","DE","19946",39.037803,-75.46634
"393","2/27/14","48","Male","White","Medical emergency","Unarmed","Georgetown","DE","19947",38.676552,-75.39269
"394","6/25/14","29","Male","Black","Gunshot","Allegedly Armed","Magnolia","DE","19962",39.06517,-75.49858
"395","12/20/15","35","Male","Black","Taser","Allegedly Armed","Milford","DE","19963",38.922806,-75.41449
"396","12/14/13","58","Male","Unknown race","Gunshot","Allegedly Armed","Milford","DE","19963",38.922806,-75.41449
"397","5/2/15","52","Male","White","Gunshot","Allegedly Armed","Smyrna","DE","19977",39.29799,-75.59391
"398","3/18/14","19","Male","Black","Gunshot","Allegedly Armed","Washington","DC","20001",38.907711,-77.01732
"399","9/11/16","31","Male","Black","Gunshot","Unclear","Washington","DC","20001",38.907711,-77.01732
"400","11/14/15","25","Male","Black","Gunshot","Allegedly Armed","Washington","DC","20002",38.901811,-76.99097
"401","12/3/13","19","Male","Black","Gunshot","Allegedly Armed","Washington","DC","20002",38.901811,-76.99097
"402","3/12/15","35","Male","Black","Gunshot","Allegedly Armed","Washington","DC","20005",38.904461,-77.03088
"403","10/26/15","21","Female","Black","Gunshot","Allegedly Armed","Washington","DC","20012",38.97808,-77.02858
"404","10/3/13","34","Female","Black","Gunshot","Vehicle","Washington","DC","20016",38.94081,-77.08723
"405","12/24/14","33","Male","Black","Gunshot","Allegedly Armed","Washington","DC","20018",38.928761,-76.97523
"406","4/6/14","33","Male","Unknown race","Gunshot","Allegedly Armed","Washington","DC","20019",38.891445,-76.93811
"407","2/1/16","36","Male","Black","Gunshot","Unarmed","Washington","DC","20019",38.891445,-76.93811
"408","11/25/13","26","Male","Black","Gunshot","Allegedly Armed","Washington","DC","20019",38.891445,-76.93811
"409","7/4/16","21","Male","Black","Gunshot","Allegedly Armed","Washington","DC","20019",38.891445,-76.93811
"410","11/19/15","34","Male","Black","Gunshot","Allegedly Armed","Washington","DC","20019",38.891445,-76.93811
"411","6/27/16","63","Male","Black","Gunshot","Unarmed","Washington","DC","20019",38.891445,-76.93811
"412","11/2/15","62","Male","Black","Gunshot","Allegedly Armed","Washington","DC","20020",38.863079,-76.97138
"413","8/4/14","17","Male","Black","Vehicle","Unarmed","Washington","DC","20020",38.863079,-76.97138
"414","11/1/15","27","Male","Black","Unknown","Unarmed","Washington","DC","20020",38.863079,-76.97138
"415","10/4/14","36","Male","Black","Gunshot","Allegedly Armed","Washington","DC","20032",38.836145,-77.00058
"416","5/29/13","34","Male","Black","Gunshot","Allegedly Armed","Washington","DC","20032",38.836145,-77.00058
"417","8/5/16","58","Male","White","Gunshot","Allegedly Armed","Aldie","VA","20105",38.964054,-77.60878
"418","5/24/14","17","Male","Hispanic","Gunshot","Allegedly Armed","Purcellville","VA","20132",39.146479,-77.72798
"419","5/30/13","38","Female","Asian","Gunshot","Allegedly Armed","Sterling","VA","20164",39.011909,-77.39295
