"","Date.of.injury.resulting.in.death..month.day.year.","Victim.s.age","Victim.s.gender","Victim.s.race","Cause.of.death","Unarmed","city","state","zip","latitude","longitude"
"2424","12/31/14","34","Male","Hispanic","Gunshot","Allegedly Armed","Norman","OK","73072",35.212681,-97.48672
"2425","7/6/16","65","Male","White","Gunshot","Allegedly Armed","Rush Springs","OK","73082",34.790635,-97.93807
"2426","8/24/14","22","Male","Hispanic","Gunshot","Allegedly Armed","Oklahoma City","OK","73104",35.47596,-97.50586
"2427","6/24/16","42","Male","Hispanic","Gunshot","Unclear","Oklahoma City","OK","73106",35.482309,-97.53499
"2428","6/9/16","43","Male","Black","Physical restraint","Allegedly Armed","Oklahoma City","OK","73106",35.482309,-97.53499
"2429","5/25/16","43","Male","White","Gunshot","Allegedly Armed","Oklahoma City","OK","73106",35.482309,-97.53499
"2430","3/23/14","73","Male","White","Gunshot","Allegedly Armed","Oklahoma City","OK","73107",35.484558,-97.57336
"2431","8/3/13","28","Male","White","Medical emergency","Unarmed","Oklahoma City","OK","73107",35.484558,-97.57336
"2432","2/25/15","37","Male","Black","Gunshot","Vehicle","Oklahoma City","OK","73107",35.484558,-97.57336
"2433","7/11/13","24","Male","Black","Gunshot","Allegedly Armed","Oklahoma City","OK","73108",35.447126,-97.55824
"2434","3/1/15","47","Male","Black","Taser","Unarmed","Oklahoma City","OK","73109",35.43366,-97.52496
"2435","10/30/14","54","Male","White","Gunshot","Allegedly Armed","Oklahoma City","OK","73109",35.43366,-97.52496
"2436","6/16/13","37","Male","Black","Gunshot","Allegedly Armed","Oklahoma City","OK","73110",35.459478,-97.39721
"2437","12/7/14","39","Male","Black","Gunshot","Allegedly Armed","Oklahoma City","OK","73111",35.504109,-97.47889
"2438","6/19/13","45","Male","Black","Gunshot","Allegedly Armed","Oklahoma City","OK","73111",35.504109,-97.47889
"2439","7/22/15","26","Male","Black","Gunshot","Allegedly Armed","Oklahoma City","OK","73111",35.504109,-97.47889
"2440","1/4/16","22","Male","Black","Gunshot","Allegedly Armed","Oklahoma City","OK","73112",35.517857,-97.57284
"2441","11/8/14","34","Male","White","Gunshot","Allegedly Armed","Oklahoma City","OK","73112",35.517857,-97.57284
"2442","6/9/14","43","Male","White","Gunshot","Allegedly Armed","Oklahoma City","OK","73112",35.517857,-97.57284
"2443","5/2/13","38","Male","Black","Asphyxiation","Allegedly Armed","Oklahoma City","OK","73114",35.568806,-97.52544
"2444","1/3/14","21","Male","Black","Gunshot","Allegedly Armed","Oklahoma City","OK","73114",35.568806,-97.52544
"2445","1/25/14","35","Male","White","Gunshot","Allegedly Armed","Oklahoma City","OK","73115",35.440311,-97.44201
"2446","7/13/16","35","Male","Black","Tasered","Allegedly Armed","Oklahoma City","OK","73118",35.515008,-97.53106
"2447","3/8/15","40","Male","Hispanic","Gunshot","Allegedly Armed","Oklahoma City","OK","73119",35.42306,-97.56051
"2448","7/6/15","20","Male","White","Gunshot","Allegedly Armed","Oklahoma City","OK","73119",35.42306,-97.56051
"2449","9/3/14","19","Female","Hispanic","Gunshot","Allegedly Armed","Oklahoma City","OK","73127",35.481507,-97.6423
"2450","12/2/14","24","Male","Black","Gunshot","Allegedly Armed","Oklahoma City","OK","73127",35.481507,-97.6423
"2451","4/9/13","20","Male","White","Gunshot","Allegedly Armed","Oklahoma City","OK","73129",35.431361,-97.49267
"2452","4/9/13","23","Male","White","Gunshot","Allegedly Armed","Oklahoma City","OK","73129",35.431361,-97.49267
"2453","3/1/13","35","Male","Black","Gunshot","Vehicle","Oklahoma City","OK","73132",35.552755,-97.63571
"2454","7/4/15","42","Male","Black","Gunshot","Allegedly Armed","Oklahoma City","OK","73135",35.40017,-97.43249
"2455","2/6/15","26","Male","Black","Gunshot","Allegedly Armed","Oklahoma City","OK","73139",35.388461,-97.52713
"2456","11/27/13","30","Male","Hispanic","Gunshot","Allegedly Armed","Oklahoma City","OK","73150",35.407113,-97.33996
"2457","12/27/13","22","Male","Black","Gunshot","Allegedly Armed","Oklahoma City","OK","73160",35.34377,-97.48596
"2458","2/15/14","44","Male","Hispanic","Pepper Spray","Unarmed","Oklahoma City","OK","73160",35.34377,-97.48596
"2459","8/9/15","41","Male","White","Gunshot","Unclear","Ardmore","OK","73401",34.184742,-97.12655
"2460","1/16/14","19","Male","Black","Gunshot","Allegedly Armed","Ardmore","OK","73401",34.184742,-97.12655
"2461","8/24/14","38","Male","Black","Unknown","Unarmed","Ardmore","OK","73401",34.184742,-97.12655
"2462","12/12/15","36","Male","White","Gunshot","Unclear","Healdton","OK","73438",34.238486,-97.48895
"2463","3/20/15","34","Male","White","Gunshot","Allegedly Armed","Wapanucka","OK","73461",34.367986,-96.43012
"2464","10/11/15","40","Male","Black","Gunshot","Unclear","Lawton","OK","73505",34.613973,-98.46255
"2465","3/16/14","47","Male","Black","Gunshot","Allegedly Armed","Lawton","OK","73505",34.613973,-98.46255
"2466","4/15/16","52","Male","White","Gunshot","Allegedly Armed","Cache","OK","73527",34.613786,-98.62492
"2467","12/21/13","18","Male","Native American","Gunshot","Allegedly Armed","Clinton","OK","73601",35.508248,-98.96917
"2468","3/27/14","43","Male","White","Gunshot","Allegedly Armed","Sayre","OK","73662",35.321815,-99.65314
"2469","9/11/15","67","Male","Black","Gunshot","Allegedly Armed","Pond Creek","OK","73766",36.662715,-97.83063
"2470","1/1/14","33","Male","White","Gunshot","Allegedly Armed","Chelsea","OK","74016",36.546415,-95.44592
"2471","1/10/13","18","Male","White","Gunshot","Allegedly Armed","Cushing","OK","74023",35.973286,-96.75751
"2472","8/30/15","20","Male","White","Gunshot","Allegedly Armed","Cushing","OK","74023",35.973286,-96.75751
"2473","6/16/14","35","Male","White","Gunshot","Allegedly Armed","Delaware","OK","74027",36.793303,-95.63631
"2474","4/9/15","54","Male","White","Gunshot","Allegedly Armed","Kellyville","OK","74039",35.931488,-96.22915
"2475","5/30/15","35","Male","White","Gunshot","Unclear","Mounds","OK","74047",35.853188,-96.00205
"2476","4/11/15","66","Male","White","Gunshot","Allegedly Armed","Sand Springs","OK","74063",36.139385,-96.16523
"2477","1/29/15","42","Male","White","Gunshot","Unarmed","Stillwater","OK","74075",36.149394,-97.05784
"2478","3/22/15","43","Male","White","Vehicle","Unarmed","Tulsa","OK","74105",36.099044,-95.96615
"2479","3/25/14","27","Male","Black","Gunshot","Unarmed","Tulsa","OK","74106",36.184692,-95.98512
"2480","7/18/16","56","Male","White","Gunshot","Allegedly Armed","Tulsa","OK","74107",36.102042,-96.03144
"2481","9/21/13","33","Male","White","Gunshot","Unarmed","Tulsa","OK","74107",36.102042,-96.03144
"2482","9/17/16","40","Male","Black","Gunshot","Unarmed","Tulsa","OK","74110",36.181143,-95.95424
"2483","7/17/16","43","Male","White","Gunshot","Allegedly Armed","Tulsa","OK","74110",36.181143,-95.95424
"2484","10/8/14","35","Male","White","Gunshot","Allegedly Armed","Tulsa","OK","74112",36.148444,-95.90841
"2485","9/1/13","25","Male","Pacific Islander","Gunshot","Unclear","Tulsa","OK","74112",36.148444,-95.90841
"2486","5/5/15","55","Male","Native American","Vehicle","Unarmed","Tulsa","OK","74115",36.180144,-95.91129
"2487","4/2/15","44","Male","Black","Gunshot","Unarmed","Tulsa","OK","74115",36.180144,-95.91129
"2488","6/15/16","43","Male","White","Gunshot","Vehicle","Tulsa","OK","74115",36.180144,-95.91129
"2489","1/16/15","23","Male","Black","Gunshot","Allegedly Armed","Tulsa","OK","74119",36.142743,-95.98872
"2490","8/5/14","19","Male","Black","Gunshot","Unarmed","Tulsa","OK","74127",36.160341,-96.03435
"2491","9/2/14","45","Male","White","Gunshot","Allegedly Armed","Tulsa","OK","74127",36.160341,-96.03435
"2492","2/20/15","41","Male","Black","Taser","Unarmed","Tulsa","OK","74127",36.160341,-96.03435
"2493","5/28/16","64","Male","Black","Taser","Unarmed","Tulsa","OK","74128",36.146577,-95.85194
"2494","4/19/14","18","Female","Hispanic","Gunshot","Unarmed","Tulsa","OK","74129",36.126446,-95.86763
"2495","2/16/13","29","Male","Hispanic","Gunshot","Unarmed","Tulsa","OK","74136",36.059495,-95.93922
"2496","4/24/15","63","Male","White","Gunshot","Allegedly Armed","Miami","OK","74354",36.880746,-94.87142
"2497","12/9/15","51","Male","White","Gunshot","Allegedly Armed","Pryor","OK","74361",36.294174,-95.30295
"2498","1/29/13","29","Male","White","Gunshot","Allegedly Armed","Pryor","OK","74361",36.294174,-95.30295
"2499","1/17/15","21","Male","Black","Gunshot","Allegedly Armed","Muskogee","OK","74401",35.739681,-95.40711
"2500","1/21/16","39","Male","Black","Gunshot","Allegedly Armed","Eufaula","OK","74432",35.280145,-95.57854
"2501","9/1/14","45","Male","Hispanic","Gunshot","Unclear","Henryetta","OK","74437",35.447961,-95.95038
"2502","3/6/14","28","Male","White","Gunshot","Allegedly Armed","Okmulgee","OK","74447",35.628612,-95.9734
"2503","2/3/16","53","Male","White","Gunshot","Allegedly Armed","Okmulgee","OK","74447",35.628612,-95.9734
"2504","6/27/15","35","Male","White","Gunshot","Allegedly Armed","Tahlequah","OK","74464",35.923658,-94.97185
"2505","8/12/16","49","Male","White","Gunshot","Allegedly Armed","Tahlequah","OK","74464",35.923658,-94.97185
"2506","6/7/16","25","Male","White","Gunshot","Unarmed","Wagoner","OK","74467",35.961019,-95.3611
"2507","4/4/15","33","Male","White","Taser","Unarmed","Warner","OK","74469",35.493581,-95.30914
"2508","11/5/15","20","Male","White","Gunshot","Allegedly Armed","Ralston","OK","74650",36.500388,-96.74013
"2509","7/9/16","40","Male","Black","Gunshot","Allegedly Armed","Broken Bow","OK","74728",34.142978,-94.80269
"2510","11/21/15","24","Male","White","Gunshot","Unarmed","Colbert","OK","74733",33.84836,-96.5029
"2511","12/4/14","33","Male","White","Gunshot","Allegedly Armed","Grant","OK","74738",33.917165,-95.4894
"2512","4/23/15","51","Male","White","Gunshot","Allegedly Armed","Rufe","OK","74755",34.127277,-95.11846
"2513","4/7/15","32","Male","White","Gunshot","Allegedly Armed","Shawnee","OK","74801",35.327341,-96.93544
"2514","5/11/16","69","Male","White","Gunshot","Allegedly Armed","Ada","OK","74820",34.780243,-96.68761
"2515","4/12/15","83","Male","White","Gunshot","Allegedly Armed","Newalla","OK","74857",35.351612,-97.19507
"2516","5/8/16","44","Male","White","Vehicle","Unarmed","Okemah","OK","74859",35.44116,-96.30798
"2517","6/9/13","48","Male","White","Gunshot","Allegedly Armed","Paden","OK","74860",35.514019,-96.56969
"2518","4/26/15","29","Male","White","Gunshot","Unarmed","Bunch","OK","74931",35.690088,-94.76307
"2519","10/13/14","36","Male","White","Gunshot","Allegedly Armed","Spiro","OK","74959",35.247209,-94.62105
"2520","3/13/16","16","Male","Hispanic","Gunshot","Unarmed","Addison","TX","75001",32.96129,-96.83751
"2521","5/3/15","30","Male","Black","Gunshot","Allegedly Armed","Garland","TX","75040",32.920574,-96.62639
"2522","5/3/15","34","Male","Asian","Gunshot","Allegedly Armed","Garland","TX","75040",32.920574,-96.62639
"2523","7/28/13","31","Male","White","Gunshot","Allegedly Armed","Garland","TX","75041",32.881525,-96.64601
"2524","6/20/14","30","Male","Black","Gunshot","Allegedly Armed","Garland","TX","75042",32.915625,-96.67399
"2525","12/25/13","16","Male","White","Gunshot","Allegedly Armed","Grand Prairie","TX","75054",32.767268,-96.777626
"2526","6/19/13","44","Male","Hispanic","Gunshot","Allegedly Armed","Irving","TX","75060",32.80268,-96.95499
"2527","12/5/15","24","Male","White","Gunshot","Allegedly Armed","Irving","TX","75060",32.80268,-96.95499
"2528","1/29/16","29","Male","Black","Gunshot","Allegedly Armed","Irving","TX","75062",32.846645,-96.96733
"2529","11/9/14","38","Male","Asian","Gunshot","Allegedly Armed","Irving","TX","75062",32.846645,-96.96733
"2530","11/26/14","22","Male","White","Gunshot","Allegedly Armed","Lewisville","TX","75067",33.020118,-97.00771
"2531","9/23/15","35","Male","White","Gunshot","Allegedly Armed","McKinney","TX","75069",33.195073,-96.60363
"2532","6/1/13","21","Male","Hispanic","Gunshot","Allegedly Armed","Corsicana","TX","75110",32.078228,-96.44612
"2533","9/5/16","36","Male","Black","Gunshot","Vehicle","Ennis","TX","75119",32.331239,-96.61962
"2534","10/28/13","27","Male","White","Gunshot","Unclear","Duncanville","TX","75137",32.634835,-96.91343
"2535","6/22/14","45","Male","Black","Gunshot","Unarmed","Duncanville","TX","75137",32.634835,-96.91343
"2536","6/13/15","35","Male","White","Gunshot","Allegedly Armed","Hutchins","TX","75141",32.644647,-96.71036
"2537","2/10/16","56","Male","Unknown race","Gunshot","Allegedly Armed","Kemp","TX","75143",32.348007,-96.21035
"2538","12/11/13","70","Male","White","Medical emergency","Unarmed","Kerens","TX","75144",32.120271,-96.22474
"2539","1/16/15","Unknown","Unknown","Unknown race","Gunshot","Unclear","Mabank","TX","75147",32.314256,-96.11068
"2540","8/14/13","18","Male","White","Medical emergency","Unarmed","Mesquite","TX","75149",32.767329,-96.60759
"2541","10/30/15","29","Male","Hispanic","Gunshot","Allegedly Armed","Mesquite","TX","75150",32.818392,-96.63355
"2542","9/9/13","33","Male","Hispanic","Gunshot","Allegedly Armed","Gun Barrel City","TX","75156",32.290819,-96.114108
"2543","7/4/16","29","","Black","Gunshot","Unclear","Scurry","TX","75158",32.466891,-96.38502
"2544","11/28/15","50","Male","White","Gunshot","Allegedly Armed","Seagoville","TX","75159",32.628858,-96.53811
"2545","4/27/13","25","Male","Black","Gunshot","Allegedly Armed","Terrell","TX","75161",32.727366,-96.187
"2546","11/25/14","30","Male","Black","Taser","Unarmed","Mesquite","TX","75180",32.72203,-96.61634
"2547","1/2/14","47","Male","White","Gunshot","Allegedly Armed","Dallas","TX","75201",32.787629,-96.79941
"2548","7/7/16","25","Male","Black","Other","Allegedly Armed","Dallas","TX","75202",32.77988,-96.80502
"2549","8/1/15","48","Male","White","Asphyxiated","Unarmed","Dallas","TX","75207",32.78643,-96.81992
"2550","7/7/15","59","Male","White","Gunshot","Allegedly Armed","Dallas","TX","75208",32.751464,-96.83864
"2551","8/11/14","26","Male","White","Gunshot","Unarmed","Dallas","TX","75208",32.751464,-96.83864
"2552","6/5/13","32","Male","White","Gunshot","Allegedly Armed","Dallas","TX","75209",32.845978,-96.82552
"2553","8/27/15","43","Male","Black","Gunshot","Allegedly Armed","Dallas","TX","75210",32.77103,-96.74732
"2554","8/24/16","36","Male","Hispanic","Gunshot","Allegedly Armed","Dallas","TX","75211",32.736931,-96.88253
"2555","3/1/14","Unknown","Male","Hispanic","Taser","Allegedly Armed","Dallas","TX","75215",32.76103,-96.77035
"2556","4/4/14","26","Male","White","Gunshot","Allegedly Armed","Dallas","TX","75215",32.76103,-96.77035
"2557","4/21/13","51","Male","Black","Vehicle","Unarmed","Dallas","TX","75215",32.76103,-96.77035
"2558","2/26/14","42","Female","White","Gunshot","Unarmed","Dallas","TX","75215",32.76103,-96.77035
"2559","3/10/13","25","Male","Black","Gunshot","Unarmed","Dallas","TX","75216",32.710082,-96.7972
"2560","11/2/13","22","Male","Hispanic","Gunshot","Allegedly Armed","Dallas","TX","75216",32.710082,-96.7972
"2561","6/26/14","33","Male","Black","Gunshot","Allegedly Armed","Dallas","TX","75216",32.710082,-96.7972
"2562","9/6/13","32","Male","White","Gunshot","Allegedly Armed","Dallas","TX","75217",32.72238,-96.67582
"2563","1/19/16","36","Male","White","Gunshot","Allegedly Armed","Dallas","TX","75217",32.72238,-96.67582
"2564","7/17/13","19","Male","Hispanic","Gunshot","Unarmed","Dallas","TX","75217",32.72238,-96.67582
"2565","8/25/14","29","Male","Black","Gunshot","Allegedly Armed","Dallas","TX","75217",32.72238,-96.67582
"2566","8/11/14","18","Male","Hispanic","Gunshot","Allegedly Armed","Dallas","TX","75220",32.867977,-96.86306
"2567","3/14/13","21","Male","Black","Gunshot","Allegedly Armed","Dallas","TX","75220",32.867977,-96.86306
"2568","9/23/14","23","Male","White","Pepper Spray","Unarmed","Dallas","TX","75225",32.862876,-96.7904
"2569","6/9/15","25","Male","Black","Taser","Unarmed","Dallas","TX","75227",32.77003,-96.69
"2570","9/26/13","57","Male","White","Gunshot","Allegedly Armed","Dallas","TX","75228",32.825227,-96.67955
"2571","9/21/15","24","Male","Hispanic","Gunshot","Allegedly Armed","Dallas","TX","75230",32.901176,-96.79054
"2572","2/9/13","40","Male","White","Gunshot","Allegedly Armed","Dallas","TX","75231",32.874317,-96.74764
"2573","6/14/14","38","Male","Black","Gunshot","Unarmed","Dallas","TX","75232",32.664034,-96.83886
"2574","4/14/15","26","Male","Black","Gunshot","Allegedly Armed","Dallas","TX","75232",32.664034,-96.83886
"2575","9/8/14","35","Male","White","Gunshot","Allegedly Armed","Dallas","TX","75235",32.828128,-96.84612
"2576","4/21/14","30","Male","White","Gunshot","Allegedly Armed","Dallas","TX","75237",32.666984,-96.87633
"2577","2/9/15","45","Male","Black","Gunshot","Vehicle","Dallas","TX","75241",32.669383,-96.77439
"2578","10/22/13","32","Male","White","Medical emergency","Unarmed","Dallas","TX","75243",32.912225,-96.73688
"2579","8/27/14","18","Male","Hispanic","Gunshot","Allegedly Armed","Dallas","TX","75243",32.912225,-96.73688
"2580","9/26/14","34","Male","White","Gunshot","Allegedly Armed","Blossom","TX","75416",33.675155,-95.37293
"2581","6/6/13","27","Male","White","Gunshot","Allegedly Armed","Bonham","TX","75418",33.583772,-96.1818
"2582","9/21/15","21","Male","White","Gunshot","Allegedly Armed","Paris","TX","75460",33.660274,-95.55958
"2583","5/1/13","59","Male","Unknown race","Gunshot","Allegedly Armed","Paris","TX","75460",33.660274,-95.55958
"2584","2/18/16","32","Male","Hispanic","Gunshot","Allegedly Armed","Paris","TX","75462",33.638587,-95.48589
"2585","3/6/15","34","Male","White","Taser","Unarmed","Sulphur Springs","TX","75482",33.143752,-95.60102
"2586","12/15/14","35","Male","Black","Gunshot","Unarmed","Texarkana","TX","75501",33.414708,-94.08984
"2587","7/22/15","35","Male","Black","Pepper spray","Unarmed","Texarkana","TX","75501",33.414708,-94.08984
"2588","7/27/14","33","Male","White","Gunshot","Unclear","Bloomburg","TX","75556",33.142532,-94.05585
"2589","8/11/14","67","Male","Black","Gunshot","Allegedly Armed","De Kalb","TX","75559",33.515778,-94.61355
"2590","1/22/15","17","Female","White","Gunshot, Taser","Allegedly Armed","Longview","TX","75601",32.505248,-94.73172
"2591","5/20/13","28","Male","Hispanic","Gunshot","Allegedly Armed","Longview","TX","75601",32.505248,-94.73172
"2592","5/10/13","38","Female","White","Gunshot","Allegedly Armed","Longview","TX","75601",32.505248,-94.73172
"2593","3/9/14","15","Male","Hispanic","Gunshot","Allegedly Armed","Longview","TX","75602",32.474499,-94.712
"2594","8/28/15","23","Male","White","Gunshot","Allegedly Armed","Longview","TX","75604",32.523779,-94.80692
"2595","9/1/15","23","Male","White","Gunshot","Allegedly Armed","Longview","TX","75604",32.523779,-94.80692
"2596","8/8/14","23","Male","White","Gunshot","Allegedly Armed","Longview","TX","75605",32.557684,-94.74353
"2597","2/13/16","23","Male","Black","Gunshot","Unarmed","Beckville","TX","75631",32.237924,-94.46427
"2598","2/18/14","37","Male","White","Gunshot","Allegedly Armed","Kilgore","TX","75662",32.387151,-94.87439
"2599","4/22/14","26","Male","White","Gunshot","Allegedly Armed","Cushing","TX","75760",31.817889,-94.8631
"2600","6/1/15","47","Male","White","Gunshot","Allegedly Armed","Palestine","TX","75801",31.779481,-95.63325
"2601","9/30/16","38","Male","White","Gunshot","Unclear","Groveton","TX","75845",31.090648,-95.07826
"2602","1/23/13","48","Male","Black","Gunshot","Allegedly Armed","Alto","TX","75925",31.626263,-95.05495
"2603","5/4/14","38","Male","Black","Gunshot","Vehicle","Center","TX","75935",31.769105,-94.18997
"2604","8/7/13","46","Male","White","Gunshot","Allegedly Armed","Huntington","TX","75949",31.226939,-94.5321
"2605","5/9/16","29","Male","White","Gunshot","Allegedly Armed","Nacogdoches","TX","75961",31.626011,-94.60338
"2606","6/17/13","41","Male","White","Gunshot","Allegedly Armed","Nacogdoches","TX","75965",31.649582,-94.638278
"2607","1/27/16","30","Male","Unknown race","Gunshot","Allegedly Armed","Alvarado","TX","76009",32.408183,-97.20956
"2608","3/12/15","42","Male","Black","Physical restraint","Allegedly Armed","Arlington","TX","76010",32.723382,-97.08498
"2609","12/12/15","51","Female","White","Gunshot","Allegedly Armed","Arlington","TX","76010",32.723382,-97.08498
"2610","7/4/13","31","Male","Asian","Gunshot","Allegedly Armed","Arlington","TX","76014",32.694666,-97.08748
"2611","8/7/15","19","Male","Black","Gunshot","Unarmed","Arlington","TX","76018",32.65392,-97.08724
"2612","1/24/13","22","Male","Unknown race","Gunshot","Allegedly Armed","Arlington","TX","76018",32.65392,-97.08724
"2613","6/2/15","26","Male","Asian","Gunshot","Allegedly Armed","Azle","TX","76020",32.905693,-97.54845
"2614","3/6/16","51","Male","White","Gunshot","Allegedly Armed","Azle","TX","76020",32.905693,-97.54845
"2615","2/20/15","31","Male","Hispanic","Gunshot","Unarmed","Bedford","TX","76021",32.851678,-97.13849
"2616","12/27/13","49","Male","White","Gunshot","Allegedly Armed","Colleyville","TX","76034",32.885062,-97.14923
"2617","3/1/16","22","Male","Hispanic","Gunshot","Allegedly Armed","Euless","TX","76040",32.826172,-97.09721
"2618","6/3/15","18","Male","Hispanic","Gunshot","Allegedly Armed","Forreston","TX","76041",32.244026,-96.86701
"2619","3/27/14","58","Male","Unknown race","Gunshot","Allegedly Armed","Glen Rose","TX","76043",32.228184,-97.77198
"2620","6/28/13","49","Male","White","Gunshot","Allegedly Armed","Granbury","TX","76048",32.424695,-97.78894
"2621","2/16/13","42","Male","Hispanic","Gunshot","Allegedly Armed","Grapevine","TX","76051",32.93195,-97.08498
"2622","4/17/14","57","Male","White","Gunshot","Allegedly Armed","Grapevine","TX","76051",32.93195,-97.08498
"2623","10/5/15","51","Male","White","Gunshot","Allegedly Armed","Hurst","TX","76053",32.821378,-97.181
"2624","9/4/15","36","Male","White","Gunshot","Allegedly Armed","Springtown","TX","76082",32.964932,-97.69803
"2625","10/8/13","44","Male","White","Gunshot","Allegedly Armed","Weatherford","TX","76085",32.847183,-97.6986
"2626","6/23/15","49","Male","White","Gunshot","Allegedly Armed","Weatherford","TX","76086",32.77516,-97.77987
"2627","11/17/15","41","Male","White","Gunshot","Unarmed","Weatherford","TX","76087",32.703008,-97.74814
"2628","8/30/16","36","Male","White","Gunshot","Allegedly Armed","Weatherford","TX","76087",32.703008,-97.74814
"2629","7/31/15","30","Male","Hispanic","Gunshot","Allegedly Armed","Fort Worth","TX","76102",32.75388,-97.32987
"2630","5/16/13","34","Male","Black","Taser","Allegedly Armed","Fort Worth","TX","76105",32.724831,-97.26992
"2631","1/17/15","27","Male","Black","Gunshot","Allegedly Armed","Fort Worth","TX","76106",32.798429,-97.354
"2632","3/15/16","42","Male","White","Gunshot","Allegedly Armed","Fort Worth","TX","76108",32.762563,-97.48079
"2633","1/29/15","40","Male","White","Gunshot","Allegedly Armed","Fort Worth","TX","76109",32.699565,-97.37808
"2634","4/22/15","31","Male","Black","Gunshot","Allegedly Armed","Fort Worth","TX","76111",32.778479,-97.30099
"2635","10/11/14","33","Male","White","Gunshot","Allegedly Armed","Fort Worth","TX","76112",32.744032,-97.21957
"2636","5/28/13","72","Male","White","Gunshot","Allegedly Armed","Fort Worth","TX","76112",32.744032,-97.21957
"2637","4/24/13","29","Male","Unknown race","Gunshot","Allegedly Armed","Fort Worth","TX","76112",32.744032,-97.21957
"2638","6/23/13","37","Male","Unknown race","Gunshot","Allegedly Armed","Fort Worth","TX","76112",32.744032,-97.21957
"2639","11/7/14","57","Male","White","Gunshot","Allegedly Armed","Fort Worth","TX","76114",32.781329,-97.40099
"2640","12/3/14","55","Male","Unknown race","Gunshot","Allegedly Armed","Fort Worth","TX","76116",32.72228,-97.44409
"2641","8/29/13","42","Male","Unknown race","Gunshot","Allegedly Armed","Fort Worth","TX","76116",32.72228,-97.44409
"2642","2/12/16","53","Male","White","Gunshot","Allegedly Armed","Fort Worth","TX","76116",32.72228,-97.44409
"2643","11/23/13","24","Male","White","Gunshot","Vehicle","Fort Worth","TX","76116",32.72228,-97.44409
"2644","1/29/13","31","Male","White","Gunshot","Allegedly Armed","Haltom City","TX","76117",32.805379,-97.27036
"2645","5/11/15","30","Male","Black","Gunshot","Vehicle","Fort Worth","TX","76133",32.655401,-97.37765
"2646","11/22/13","26","Male","White","Gunshot","Allegedly Armed","Fort Worth","TX","76137",32.86814,-97.28566
"2647","5/10/16","35","Female","White","Taser","Allegedly Armed","Fort Worth","TX","76140",32.630268,-97.27102
"2648","1/3/14","25","Male","White","Gunshot","Allegedly Armed","Fort Worth","TX","76148",32.869384,-97.25123
"2649","6/13/14","17","Male","Hispanic","Gunshot","Allegedly Armed","Fort Worth","TX","76164",32.771419,-97.291484
"2650","1/30/16","25","Male","White","Gunshot","Unclear","Fort Worth","TX","76179",32.876475,-97.41249
"2651","12/13/15","21","Male","White","Gunshot","Allegedly Armed","Denton","TX","76201",33.226598,-97.13061
"2652","8/23/16","49","Male","White","Gunshot","Unclear","Myra","TX","76253",33.624401,-97.31704
"2653","2/9/15","41","Male","Unknown race","Gunshot","Allegedly Armed","Nocona","TX","76255",33.824724,-97.69688
"2654","9/27/15","40","Male","Hispanic","Gunshot","Allegedly Armed","Ponder","TX","76259",33.187644,-97.29676
"2655","1/28/15","44","Male","White","Gunshot","Allegedly Armed","Sunset","TX","76270",33.446897,-97.77217
"2656","7/14/14","34","Male","White","Gunshot","Allegedly Armed","Wichita Falls","TX","76306",33.942496,-98.51923
"2657","5/14/14","22","Male","Hispanic","Gunshot","Allegedly Armed","Wichita Falls","TX","76309",33.892447,-98.53215
"2658","2/3/15","35","Male","Hispanic","Taser","Unarmed","Electra","TX","76360",33.963228,-98.97235
"2659","7/27/13","49","Female","Unknown race","Gunshot","Allegedly Armed","Albany","TX","76430",32.742591,-99.27519
"2660","9/3/16","27","Male","Hispanic","Gunshot","Allegedly Armed","Temple","TX","76504",31.09954,-97.35766
"2661","7/17/14","49","Male","Unknown race","Gunshot","Allegedly Armed","Belton","TX","76513",31.073329,-97.48642
"2662","2/2/13","24","Male","White","Gunshot","Allegedly Armed","Copperas Cove","TX","76522",31.131076,-97.91666
"2663","6/20/14","70","Male","White","Gunshot","Allegedly Armed","Hamilton","TX","76531",31.696154,-98.14834
"2664","7/14/13","24","Male","White","Gunshot","Allegedly Armed","Killeen","TX","76543",31.113828,-97.69246
"2665","8/30/16","59","Male","White","Gunshot","Unclear","Harker Heights","TX","76548",31.068459,-97.65552
"2666","2/4/15","51","Male","Black","Gunshot","Allegedly Armed","Lorena","TX","76655",31.393062,-97.16178
"2667","10/20/14","29","Male","Hispanic","Gunshot","Allegedly Armed","Waco","TX","76705",31.609834,-97.08821
"2668","10/7/14","37","Female","Black","Taser","Unarmed","Waco","TX","76705",31.609834,-97.08821
"2669","8/11/15","48","Male","White","Gunshot","Allegedly Armed","Waco","TX","76708",31.584132,-97.18558
"2670","5/26/13","23","Male","Hispanic","Gunshot","Allegedly Armed","Eden","TX","76837",31.201871,-99.90601
"2671","8/19/13","30","Male","Hispanic","Gunshot","Unarmed","San Angelo","TX","76903",31.468911,-100.4387
"2672","3/25/14","42","Male","White","Gunshot","Allegedly Armed","San Angelo","TX","76903",31.468911,-100.4387
"2673","6/8/13","24","Male","Black","Medical emergency","Allegedly Armed","San Angelo","TX","76904",31.344515,-100.47217
"2674","9/11/14","54","Male","White","Gunshot","Allegedly Armed","San Angelo","TX","76904",31.344515,-100.47217
"2675","11/4/15","57","Male","Black","Gunshot","Allegedly Armed","Houston","TX","77004",29.728779,-95.3657
